uri	gender	birthDate	deathDate	activeDate	birthPlace	deathPlace	nameLat	firstNameLat	lastNameLat	normLa	nameAra	firstNameAra	lastNameAra	alternateNameAra	alternateFirstNameAra	alternateLastNameAra	alternateNameLat	alternateFirstNameLat	alternateLastNameLat
DiJeSt1764605	male			12xx		[]	Mung'ah ben Tsedaḳah				منجى بن صدقة،			{'أبو الفرج منجى بن صدقة،'}	{''}	{''}	set()	set()	set()
DiJeSt1764866	female	1986			Julis (Israel)	[]	Dirʻ, Fāṭimah Shanān	Fāṭimah Shanān	Dirʻ	Fāṭimah Shanān Dirʻ	شنان-درع، فاطمة	فاطمة	شنان-درع	{'درع، فاطمة شنان-', 'درع، فاطمة', 'شنان، ، فاطمة'}	{'فاطمة', 'فاطمة شنان-', '، فاطمة'}	{'درع، فاطمة شنان-', 'درع، فاطمة', 'شنان، ، فاطمة'}	{'Shanan-Dery, Fatma', 'Shanan, Fatma', 'Dery, Fatma Shanan-', 'Dery, Fatma'}	'Fatma Shanan-', 'Fatma'	'Shanan', 'Shanan-Dery', 'Dery'
DiJeSt1764876	male					[]	Fawakhry, Ashraf	Ashraf	Fawakhry	Ashraf Fawakhry	فواخري، أشرف	أشرف	فواخري	set()	set()	set()	set()	set()	set()
DiJeSt1764884	male	1982				[]	Abū Shaqrah, Karīm	Karīm	Abū Shaqrah	Karīm Abū Shaqrah	أبو شقرة، كريم	كريم	أبو شقرة	set()	set()	set()	{'Abu Shakra, Karim'}	'Karim'	'Abu Shakra'
DiJeSt1764888	male					[]	Gazal, Tawfik	Tawfik	Gazal	Tawfik Gazal	غزال، توفيق	توفيق	غزال	set()	set()	set()	{'Ghazal, Tawfiq'}	'Tawfiq'	'Ghazal'
DiJeSt1767617	male	1924-08-01	2015-01-23		Riyadh (Saudi Arabia)	[]	Abdullah				عبد الله،			{'ابن عبد العزيز، عبد الله', 'عبد الله،', 'عبد الله بن عبد العزيز،', 'عبد الله بن عبد العزيز بن عبد الرحمن بن فيصل بن تركي آل سعود،', 'آل سعود، عبد الله بن عبد العزيز', 'آل سعود، عبد الله'}	{'', 'عبد الله بن عبد العزيز', 'عبد الله'}	{'', 'آل سعود، عبد الله بن عبد العزيز', 'آل سعود، عبد الله', 'ابن عبد العزيز، عبد الله'}	{'Abdullah bin Abdul Aziz', 'Abdallah ibn Abdulaziz', 'Āl Saʻūd, ʻAbd ʻAbd Allāh', 'Āl Saʻūd, ʻAbd ʻAbd Allāh ibn ʻAbd al-ʻAzīz', 'ʻAbdullah ibn ʻAbd al-ʻAziz', 'Abdullah bin Abdulaziz al-Saud', 'Abd Allāh', 'Abdullah bin Abdul Aziz al-Saud', 'ʻAbd Allāh ibn ʻAbd al-ʻAzīz', 'Abdullah'}	'', 'ʻAbd ʻAbd Allāh', 'ʻAbd ʻAbd Allāh ibn ʻAbd al-ʻAzīz'	'', 'Āl Saʻūd'
DiJeSt1767703	male					[]	Stahl, Ziv	Ziv	Stahl	Ziv Stahl	شتاهل، زيف	زيف	شتاهل	set()	set()	set()	set()	set()	set()
DiJeSt1767895	male					[]	Rabinowitz, Dov	Dov	Rabinowitz	Dov Rabinowitz	رابينوڤيتش، دوڤ	دوڤ	رابينوڤيتش	set()	set()	set()	set()	set()	set()
DiJeSt1767906	male	1136	1174-07-11			[]	Amalric				عموري			{'عموري'}	{''}	{''}	{'ʻAmūrī', 'Amaury'}	''	''
DiJeSt1770784	male	1928	1992		Cairo (Egypt)	[]	El-Masri, Filfel	Filfel	El-Masri	Filfel El-Masri	المصري، فلفل	فلفل	المصري	set()	set()	set()	{'Mugrabi, Albert', 'Elmasry, Filfel', 'Elmasri, Filfel', 'El-Masry, Filfel', 'El-Masri, Filfel'}	'Filfel', 'Albert'	'Mugrabi', 'El-Masry', 'El-Masri', 'Elmasri', 'Elmasry'
DiJeSt1774188	male	1985			Kafr Nahaf (Israel)	[]	Qays, Maḥmūd	Maḥmūd	Qays	Maḥmūd Qays	قيس، محمود	محمود	قيس	set()	set()	set()	{'Qais, Mahmud', 'Qais, Mahmoud', 'Kaiss, Mahmood'}	'Mahmoud', 'Mahmud', 'Mahmood'	'Kaiss', 'Qais'
DiJeSt1774371	female					[]	Shuqayr-Rayyān, Fāṭimah	Fāṭimah	Shuqayr-Rayyān	Fāṭimah Shuqayr-Rayyān	شقير-ريان، فاطمة	فاطمة	شقير-ريان	{'ريان، فاطمة', 'شقير، فاطمة', 'ريان، فاطمة شقير-'}	{'فاطمة شقير-', 'فاطمة'}	{'ريان، فاطمة', 'شقير، فاطمة', 'ريان، فاطمة شقير-'}	{'Rayyan, Fatima', 'Rayyan, Fatema', 'Shkair, Fatema', 'Ashker-Rayyan, Fatema', 'Rayan, Fatema', 'Shkair-Rayan, Fatema', 'Ashker, Fatema', 'Rayyan, Fatema Ashker-'}	'Fatema Ashker-', 'Fatima', 'Fatema'	'Shkair-Rayan', 'Rayan', 'Rayyan', 'Ashker-Rayyan', 'Shkair', 'Ashker'
DiJeSt1774543	female					[]	Greenberg Sarig, Reut	Reut	Greenberg Sarig	Reut Greenberg Sarig	غرينبرغ، رعوت	رعوت	غرينبرغ	set()	set()	set()	{'Sarig, Reut Greenberg', 'Greenberg, Reut'}	'Reut Greenberg', 'Reut'	'Greenberg', 'Sarig'
DiJeSt1775910	male					[]	Jubrān, Sulaymān	Sulaymān	Jubrān	Sulaymān Jubrān	جبران، سليمان	سليمان	جبران	set()	set()	set()	{'Jubran, Sulaiman', 'Gubran, Sulaiman', 'Jubran, Sliman'}	'Sulaiman', 'Sliman'	'Jubran', 'Gubran'
DiJeSt1776061	male					[]	Abd al-Hadi, Ghadir	Ghadir	Abd al-Hadi	Ghadir Abd al-Hadi	عبد الهادي، غدير	غدير	عبد الهادي	set()	set()	set()	{'Abd Alhadi, Ghudeer'}	'Ghudeer'	'Abd Alhadi'
DiJeSt1776063	male					[]	Saker, Salem	Salem	Saker	Salem Saker	صقر، سالم	سالم	صقر	set()	set()	set()	{'Saqir, Salim'}	'Salim'	'Saqir'
DiJeSt1776065	female					[]	Abd al-Hadi, Hadil	Hadil	Abd al-Hadi	Hadil Abd al-Hadi	عبد الهادي، هديل	هديل	عبد الهادي	set()	set()	set()	{'Abd Alhade, Hadeel'}	'Hadeel'	'Abd Alhade'
DiJeSt1778247						[]					صفدي، رافع	رافع	صفدي	set()	set()	set()	set()	set()	set()
DiJeSt1778412	female	1986				[]	Rotem, Michal	Michal	Rotem	Michal Rotem	روتم، ميخال	ميخال	روتم	set()	set()	set()	set()	set()	set()
DiJeSt1778426	female	1986				[]	Nser, Hiba	Hiba	Nser	Hiba Nser	نصير، هية	هية	نصير	set()	set()	set()	{'Nasir, Hiba'}	'Hiba'	'Nasir'
DiJeSt1778689	female					[]	Abu-Ghanem, Nora	Nora	Abu-Ghanem	Nora Abu-Ghanem	ابو غانم، نورا	نورا	ابو غانم	{'ابو غانم، نورة'}	{'نورة'}	{'ابو غانم، نورة'}	{'Abu Ghanim, Nura'}	'Nura'	'Abu Ghanim'
DiJeSt1780543	male	1921-09-18	1993-03-27			[]	ʻAlī, Kamāl Ḥasan	Kamāl Ḥasan	ʻAlī	Kamāl Ḥasan ʻAlī	على، كمال حسن	كمال حسن	على	set()	set()	set()	{'Ali, Kamal Hasan', 'Ali, Kamal Hassan'}	'Kamal Hasan', 'Kamal Hassan'	'Ali'
DiJeSt1780602	male	1936				[]	Sālim, ʻAlī	ʻAlī	Sālim	ʻAlī Sālim	سالم، علي	علي	سالم	set()	set()	set()	{'Salim, Ali'}	'Ali'	'Salim'
DiJeSt1783893	female					[]	Hijazi, Manal Awad	Manal Awad	Hijazi	Manal Awad Hijazi	حجازي، منال عواد	منال عواد	حجازي	set()	set()	set()	set()	set()	set()
DiJeSt1783900	female					[]	Hammoud, Jannat	Jannat	Hammoud	Jannat Hammoud	حمود، جنات	جنات	حمود	set()	set()	set()	set()	set()	set()
DiJeSt1784521	male					[]					صباغ، رونين	رونين	صباغ	set()	set()	set()	set()	set()	set()
DiJeSt1790634	female					[]	Worrall, Mary	Mary	Worrall	Mary Worrall	وورال، ماري	ماري	وورال	set()	set()	set()	set()	set()	set()
DiJeSt1790635	female					[]					غولدشطاين، مرسي	مرسي	غولدشطاين	set()	set()	set()	set()	set()	set()
DiJeSt1790758	female					[]	Amir, Maytal	Maytal	Amir	Maytal Amir	عمير، ميطال	ميطال	عمير	set()	set()	set()	set()	set()	set()
DiJeSt1793103	male					[]	Damiani, Gustavo	Gustavo	Damiani	Gustavo Damiani	ديمياني، غوسطابو	غوسطابو	ديمياني	set()	set()	set()	set()	set()	set()
DiJeSt1793191	male				Seattle (Wash.)	[]	Yamada, Kobi	Kobi	Yamada	Kobi Yamada	يمادا، كوبي	كوبي	يمادا	set()	set()	set()	set()	set()	set()
DiJeSt1793194	female					[]	Besom, Mae	Mae	Besom	Mae Besom	بسوم، مئيه	مئيه	بسوم	set()	set()	set()	set()	set()	set()
DiJeSt1794278	male					[]	Arbib, Roberto	Roberto	Arbib	Roberto Arbib	اربيب، روبرتو	روبرتو	اربيب	set()	set()	set()	set()	set()	set()
DiJeSt1796326	male		[1138,1139]			Fès (Morocco)	Avempace				ابن باجة،			{'السرقسطي، أبو بكر بن الصائغ، ابن باجة', 'الصائغ، أبو بكر بن يحيى', 'ابن صائغ، محمد بن يحيى، ابن باجة', 'ابن الصائغ، محمد بن يحيى، ابن باجة', 'ابن باجه الأندلسي،', 'محمد بن يحيى بن باجه،', 'ابن باجة، محمد بن يحيى', 'محمد بن يحيى بن الصائع،', 'ابن باجة، أبو بكر بن الصائغ', 'ابن الباجة، محمد بن يحيى', 'السرقسطي، محمد بن يحيى، ابن باجة'}	{'', 'محمد بن يحيى، ابن باجة', 'أبو بكر بن الصائغ', 'أبو بكر بن الصائغ، ابن باجة', 'أبو بكر بن يحيى', 'محمد بن يحيى'}	{'', 'السرقسطي، أبو بكر بن الصائغ، ابن باجة', 'الصائغ، أبو بكر بن يحيى', 'ابن صائغ، محمد بن يحيى، ابن باجة', 'ابن الصائغ، محمد بن يحيى، ابن باجة', 'ابن باجة، محمد بن يحيى', 'ابن باجة، أبو بكر بن الصائغ', 'ابن الباجة، محمد بن يحيى', 'السرقسطي، محمد بن يحيى، ابن باجة'}	{'Tsaʼig, abu Bakr ben Yaḥya', 'Ibn Bājjah, Muḥammad ibn Yaḥyá', 'Muḥammad ibn Yaḥyá ibn al-Sāyigh', 'Ibn Bājah', 'Ibn Bāŷŷa', 'Muhammad ibn Yaḥyá ibn Bājjah', 'Ibn Bajja', 'Ibn Bājjah', 'Avempace', 'Ibn al-Sāyigh, Muḥammad ibn Yaḥyá'}	'', 'abu Bakr ben Yaḥya', 'Muḥammad ibn Yaḥyá'	'', 'Ibn al-Sāyigh', 'Ibn Bājjah', 'Tsaʼig'
DiJeSt1796683	female					[]					كوتون، شارلوت	شارلوت	كوتون	set()	set()	set()	set()	set()	set()
DiJeSt1796943	male	1985				[]	Faylī, Payām	Payām	Faylī	Payām Faylī	فيلى، پيام	پيام	فيلى	set()	set()	set()	{'Feili, Payam'}	'Payam'	'Feili'
DiJeSt1796949	female					[]					حلبي، بثينة	بثينة	حلبي	set()	set()	set()	set()	set()	set()
DiJeSt1797845	female					[]					سرحان، جيهان	جيهان	سرحان	set()	set()	set()	set()	set()	set()
DiJeSt1797847	male					[]	Soreq, Yoram	Yoram	Soreq	Yoram Soreq	سوريك، يورام	يورام	سوريك	set()	set()	set()	set()	set()	set()
DiJeSt1797972						[]	Shahbari, Nour Abed Elhadi	Nour Abed Elhadi	Shahbari	Nour Abed Elhadi Shahbari	شحبري، نور عبد الهادي	نور عبد الهادي	شحبري	{'عبد الهادي شحبري، نور'}	{'نور'}	{'عبد الهادي شحبري، نور'}	{'Abed Elhadi Shahbari, Nour', 'Abd al-Hadi Shahbari, Nur', 'Shahbari, Nur Abd al-Hadi'}	'Nur', 'Nur Abd al-Hadi', 'Nour'	'Abed Elhadi Shahbari', 'Shahbari', 'Abd al-Hadi Shahbari'
DiJeSt1798659	female	1975-06-11				[]	Awad, Mira	Mira	Awad	Mira Awad	عوض، ميرا	ميرا	عوض	set()	set()	set()	set()	set()	set()
DiJeSt1798687	male					[]					فاضل، علي	علي	فاضل	set()	set()	set()	set()	set()	set()
DiJeSt1798838	female					[]	Maalouf, Nardeen	Nardeen	Maalouf	Nardeen Maalouf	معلوف، نردين	نردين	معلوف	{'معلوف، ناردين'}	{'ناردين'}	{'معلوف، ناردين'}	{'Maaluf, Nardin'}	'Nardin'	'Maaluf'
DiJeSt1798839	male	1954			Cairo (Egypt)	[]	Sīsī, ʻAbd al-Fattāḥ	ʻAbd al-Fattāḥ	Sīsī	ʻAbd al-Fattāḥ Sīsī	السيسي، عبد الفتاح	عبد الفتاح	السيسي	set()	set()	set()	{'Al-Sīsī, ʻAbd al-Fattāḥ', 'Sisi, Abdel Fattah'}	'Abdel Fattah', 'ʻAbd al-Fattāḥ'	'Al-Sīsī', 'Sisi'
DiJeSt1799690	female					[]					الكسندروفيتش، انيا	انيا	الكسندروفيتش	set()	set()	set()	set()	set()	set()
DiJeSt1799691	female					[]					مونكوبه، تتيانا	تتيانا	مونكوبه	set()	set()	set()	set()	set()	set()
DiJeSt1799692	female					[]					زرقا، ولاء	ولاء	زرقا	set()	set()	set()	set()	set()	set()
DiJeSt1801313	male	1968			Arraba (Israel)	[]					بكرية، محمد	محمد	بكرية	set()	set()	set()	set()	set()	set()
DiJeSt1802125	male					[]	Huleihel, Luai	Luai	Huleihel	Luai Huleihel	حليحل, لؤي	حليحل, لؤي	حليحل, لؤي	set()	set()	set()	set()	set()	set()
DiJeSt1802128	male	1887	1970			[]	Hayyim, Sulayman	Sulayman	Hayyim	Sulayman Hayyim	حييم، سليمان	سليمان	حييم	set()	set()	set()	{'Haim, S.', 'Hayyim, Sulaiman', 'Haim, Sulaiman', 'Hayim, Sulaiman', 'Haim, Soleiman', 'Haim, Sulayman'}	'Sulayman', 'Sulaiman', 'S.', 'Soleiman'	'Haim', 'Hayim', 'Hayyim'
DiJeSt1802146	female					[]	Moussa, Sanaa	Sanaa	Moussa	Sanaa Moussa	موسى، سناء	سناء	موسى	set()	set()	set()	{'Musa, Sanaa'}	'Sanaa'	'Musa'
DiJeSt1837509	male	1955				[]	Gelbard, Nissan	Nissan	Gelbard	Nissan Gelbard	چلبرد، نيسان	نيسان	چلبرد	set()	set()	set()	set()	set()	set()
DiJeSt1837795	female					[]					أبو غوش، روان	روان	أبو غوش	set()	set()	set()	set()	set()	set()
DiJeSt1841089	male					[]					كرمر، عمنوئيل	عمنوئيل	كرمر	set()	set()	set()	set()	set()	set()
DiJeSt1841225	female	1960			Jaffa (Tel Aviv-Yafo, Israel)	[]	Sirrī, Muyassar Abū Shiḥātah	Muyassar Abū Shiḥātah	Sirrī	Muyassar Abū Shiḥātah Sirrī	ابو شحاته سري، ميسر	ميسر	ابو شحاته سري	set()	set()	set()	set()	set()	set()
DiJeSt1841226	male					[]	Berruezo, Carles	Carles	Berruezo	Carles Berruezo	بورويز، كارلس	كارلس	بورويز	set()	set()	set()	set()	set()	set()
DiJeSt1841590	male					[]					الغول، حسين	حسين	الغول	set()	set()	set()	set()	set()	set()
DiJeSt1841592	female					[]					حليوة، شيخة حسين	شيخة حسين	حليوة	{'حليوى، شيخة حسين', 'حليوى، شيخة'}	{'شيخة حسين', 'شيخة'}	{'حليوى، شيخة حسين', 'حليوى، شيخة'}	set()	set()	set()
DiJeSt1841593	female					[]					ناشف، هديل يوسف	هديل يوسف	ناشف	{'ناشف، هديل'}	{'هديل'}	{'ناشف، هديل'}	set()	set()	set()
DiJeSt1843617	male					[]					شوكن، عاموس	عاموس	شوكن	set()	set()	set()	set()	set()	set()
DiJeSt1843622						[]					رولنيك، جاي	جاي	رولنيك	set()	set()	set()	set()	set()	set()
DiJeSt1843962	female	1977				[]	Ben Artzi-Pelossof, Noa	Noa	Ben Artzi-Pelossof	Noa Ben Artzi-Pelossof	روتمان، نوعا	نوعا	روتمان	set()	set()	set()	{'Pelossof, Noa Ben Artzi-', 'Ben-Artzi Philosof, Noa', 'Rabin, Noa', 'Philosof, Noa Ben-Artzi'}	'Noa Ben-Artzi', 'Noa', 'Noa Ben Artzi-'	'Philosof', 'Ben-Artzi Philosof', 'Rabin', 'Pelossof'
DiJeSt1844207	female					[]	Kashkosh-Khalila, Eman	Eman	Kashkosh-Khalila	Eman Kashkosh-Khalila	قشقوش-خلايلة، ايمان	ايمان	قشقوش-خلايلة	{'خلايلة، ايمان قشقوش-', 'قشقوش، ايمان', 'خلايلة، ايمان'}	{'ايمان', 'ايمان قشقوش-'}	{'خلايلة، ايمان قشقوش-', 'قشقوش، ايمان', 'خلايلة، ايمان'}	{'Qashqush-Khalila, Īmān', 'Khalila, Eman Kashkosh-', 'Khalila, Īmān Qashqush-', 'Qashqush, Īmān'}	'Īmān Qashqush-', 'Īmān', 'Eman Kashkosh-'	'Khalila', 'Qashqush', 'Qashqush-Khalila'
DiJeSt1844244	male					[]	Floriyah, Yitsḥaḳ	Yitsḥaḳ	Floriyah	Yitsḥaḳ Floriyah	فلوريا، يتسحك	يتسحك	فلوريا	set()	set()	set()	set()	set()	set()
DiJeSt1844290	male	1942				[]					حسن، صالح محمد	صالح محمد	حسن	set()	set()	set()	set()	set()	set()
DiJeSt1845817	male					[]					ناجي بن خضر،			{'السامري، ناجي بن خضر'}	{'ناجي بن خضر'}	{'السامري، ناجي بن خضر'}	set()	set()	set()
DiJeSt1846364	male					[]					طوبي، الياس	الياس	طوبي	set()	set()	set()	set()	set()	set()
DiJeSt1846579	female					[]					اغبارية، أسماء	أسماء	اغبارية	{'اغبارية- زحالقة، أسماء'}	{'أسماء'}	{'اغبارية- زحالقة، أسماء'}	set()	set()	set()
DiJeSt1847499	female	1970				[]	Masarwi, Maram	Maram	Masarwi	Maram Masarwi	مصاروة، مرام	مرام	مصاروة	set()	set()	set()	{'Masarwi, Maram'}	'Maram'	'Masarwi'
DiJeSt1847728	female					[]					زلوتنيك، رنا	رنا	زلوتنيك	set()	set()	set()	set()	set()	set()
DiJeSt1848560	female					[]	Hassoun, Tagreed	Tagreed	Hassoun	Tagreed Hassoun	حسون، تغريد كمال	تغريد كمال	حسون	set()	set()	set()	set()	set()	set()
DiJeSt1852123						[]	khatib, Shawki	Shawki	khatib	Shawki khatib	خطيب، شوقي	شوقي	خطيب	set()	set()	set()	{'khatib, Shawqi'}	'Shawqi'	'khatib'
DiJeSt1852171	female					[]	Daher, Qamar	Qamar	Daher	Qamar Daher	داهر، قمر	قمر	داهر	set()	set()	set()	{'Dahir, Qamar'}	'Qamar'	'Dahir'
DiJeSt1852185						[]	Kheil, Iman	Iman	Kheil	Iman Kheil	كحيل، ايمان	ايمان	كحيل	set()	set()	set()	{'Kahil, Iman'}	'Iman'	'Kahil'
DiJeSt1852975	male	1853-03-23	1907-01-03			[]	Muẓaffar al-Dīn Shāh				مظفر الدين شاه	مظفر الدين شاه	مظفر الدين شاه	{'شاه، مظفر الدين', 'مظفرالدين شاه'}	{'', 'مظفر الدين'}	{'شاه، مظفر الدين', ''}	{'Mozaffareddin Shah', 'Muzaffaruddin Shah', 'Shāh, Muẓaffar al-Dīn'}	'', 'Muẓaffar al-Dīn'	'', 'Shāh'
DiJeSt1853262	male					[]	Ḥajjāj, ʻImād	ʻImād	Ḥajjāj	ʻImād Ḥajjāj	حجاج، عماد	عماد	حجاج	set()	set()	set()	{'Hajjaj, Emad'}	'Emad'	'Hajjaj'
DiJeSt1853264	male					[]	Abu Mahjoob				أبو محجوب			set()	set()	set()	set()	set()	set()
DiJeSt1853708	male					[]					اغبارية، رياض حسين	رياض حسين	اغبارية	set()	set()	set()	set()	set()	set()
DiJeSt1853723	female	1969			Holon (Israel)	[]					جور، وردة	وردة	جور	set()	set()	set()	set()	set()	set()
DiJeSt1854054	female					[]	Hamdan, Palestine	Palestine	Hamdan	Palestine Hamdan	حمدان، فلسطين	فلسطين	حمدان	set()	set()	set()	{'Hamdan, filastin'}	'filastin'	'Hamdan'
DiJeSt1854062	male	1972				[]	Murad, Said	Said	Murad	Said Murad	مراد، سعيد	سعيد	مراد	set()	set()	set()	set()	set()	set()
DiJeSt1857015	male					[]	Karkabi, Waleed	Waleed	Karkabi	Waleed Karkabi	كركبي، وليد	وليد	كركبي	set()	set()	set()	{'Karkabi, Walīd'}	'Walīd'	'Karkabi'
DiJeSt1857069	male	1923	2013			Prien am Chiemsee (Germany)	Preussler, Otfried	Otfried	Preussler	Otfried Preussler	برويسل، أوتفريد	أوتفريد	برويسل	set()	set()	set()	{'Proĭsler, Otfrid', 'オトフリートプロイスラー', 'Proĭsler, O.'}	'', 'Otfrid', 'O.'	'', 'Proĭsler'
DiJeSt1857105	female					[]					چولاني، سرقي	سرقي	چولاني	set()	set()	set()	set()	set()	set()
DiJeSt1857106	male					[]					كوميم، دادي	دادي	كوميم	set()	set()	set()	set()	set()	set()
DiJeSt1857351	male					[]	Gannam, Hamody	Hamody	Gannam	Hamody Gannam	غنام، حمودي	حمودي	غنام	set()	set()	set()	set()	set()	set()
DiJeSt1857746	male					[]					المنير، ادمون جمال	ادمون جمال	المنير	set()	set()	set()	set()	set()	set()
DiJeSt1857756	male					[]					سلامة بن عمران			set()	set()	set()	set()	set()	set()
DiJeSt1858011	male					[]					فانتورا، نوعام	نوعام	فانتورا	set()	set()	set()	set()	set()	set()
DiJeSt1858764	male	1899	1968			Soviet Union	IUdin, P.	P.	IUdin	P. IUdin	يودين	يودين	يودين	set()	set()	set()	{'Yu-chin', 'Yudin, P.', 'Ioudine, P.', 'IUdin, Pavel Fedorovich', 'YUDIN, PAVEL FEDOROVICH'}	'', 'Pavel Fedorovich', 'P.', 'PAVEL FEDOROVICH'	'', 'Yudin', 'Ioudine', 'IUdin', 'YUDIN'
DiJeSt1859131	male					[]	Hussein, Ali Ahmad	Ali Ahmad	Hussein	Ali Ahmad Hussein	حسين، علي احمد	علي احمد	حسين	set()	set()	set()	set()	set()	set()
DiJeSt1859192	female					[]	Sugarman, Kate	Kate	Sugarman	Kate Sugarman	شوغرمان، كيت	كيت	شوغرمان	set()	set()	set()	set()	set()	set()
DiJeSt1859542						[]					منصور، ميس	ميس	منصور	set()	set()	set()	set()	set()	set()
DiJeSt1859543	female					[]					حتسرانوڨ، ايريت	ايريت	حتسرانوڨ	set()	set()	set()	set()	set()	set()
DiJeSt1859549	female					[]					نئور، أيليت	أيليت	نئور	set()	set()	set()	set()	set()	set()
DiJeSt1860188	male					[]	Avnimelech, Rami	Rami	Avnimelech	Rami Avnimelech	أبنيملخ، رامي	رامي	أبنيملخ	set()	set()	set()	set()	set()	set()
DiJeSt1860189	male	1978-09-28				[]	Mendel, Yonatan	Yonatan	Mendel	Yonatan Mendel	مندل، يوناتان	يوناتان	مندل	set()	set()	set()	{'Mendel, Yoni'}	'Yoni'	'Mendel'
DiJeSt1860346	male	1942-06-07	2011-11-20		Surt (Libya)	[]	Qaddafi, Muammar	Muammar	Qaddafi	Muammar Qaddafi	القذافي، معمر	معمر	القذافي	{'العقيد القذافي،', 'القذافي، معمر محمد أبو منيار،', 'بو منيار، معمر', 'بومنيار، معمر', 'ابو منيار، معمر', 'معمر القذافي،'}	{'', 'معمر'}	{'', 'بو منيار، معمر', 'ابو منيار، معمر', 'بومنيار، معمر'}	"{'Al Qathafi, Muʼammar', 'Muammar al-Khaddafi', 'El Kadhafi, Moammar', 'Muammar Ghaddafy', 'Qadafi, Muʼammar', 'El Gaddafi, Moamar', 'al-Qadhafi, Muammar', 'Al-Kadhafi, Mouamar', 'Gathafi, Muammar', 'Qadhdhāfī, Muʻammar', 'Khaddafi, Muammar', 'Muammar Ghaddafi', 'Muammar el Gheddafi', 'Moamar el Gaddafi', 'Muamar Al-Kaddafi', 'Kaddafi, Muamar', ""El Qathafi, Mu'Ammar"", 'Gadafi, Muammar', 'Moamer El Kazzafi', 'El Kazzafi, Moamer', 'Gheddafi, Muhammar', 'Muʼammar Al Qathafi', 'Ghadafi, Muammar', 'Muammar Al-Gathafi', 'Gathafi, M. Al', 'Muʻammar al-Qadhdhāfī', 'Muammar Kaddafi', ""Muʻamar al-Ḳad'afi"", 'Gheddafi, Muammar', 'Muammar Ghadafi', 'Moammar Kadhafi', 'Muammar Quathafi', 'Muammar Gheddafi', ""Qathafi, Mu'Ammar el"", 'Moamar al-Gaddafi', 'Qadhafi, Muammar', 'Kaddafi, Muammar', 'Kazzafi, Moammar', 'Muammar al-Qadhafi', 'Muʼammar al-Qadafi', 'Ghaddafy, Muammar', 'Kadhafi, Moammar', 'Moʼammar el-Gadhafi', 'Quathafi, Muammar', 'Khadafy, Moammar', 'Qudhafi, Moammar', 'Gadhafi, Moʼammar', 'Al-Gathafi, Muammar', 'Kadhafi, Mouammar', 'Kadaffi, Momar', 'Gaddafi, Moamar', 'Moamar El Kadhafi', ""Ḳad'afi, Muʻamar al-"", 'Ghaddafi, Muammar', 'Al Gathafi, M.'}"	"'', 'Muhammar', 'Momar', 'Moʼammar', 'M. Al', 'Muʼammar', ""Mu'Ammar"", 'Mouamar', 'Moammar', ""Mu'Ammar el"", 'Muammar', 'Mouammar', 'Muamar', 'Moamar', 'Muʻammar', 'Muʻamar al-', 'M.', 'Moamer'"	"'', 'Kadaffi', 'Qadhdhāfī', 'Ghadafi', 'Gaddafi', 'El Gaddafi', 'Al-Gathafi', 'Kadhafi', 'Khadafy', 'Al-Kadhafi', 'Khaddafi', 'Qathafi', 'El Qathafi', 'Gathafi', 'Gheddafi', 'Al Gathafi', 'Ghaddafi', 'Kazzafi', 'El Kazzafi', 'Ghaddafy', 'Al Qathafi', 'Gadhafi', 'El Kadhafi', 'Gadafi', ""Ḳad'afi"", 'al-Qadhafi', 'Qadafi', 'Qadhafi', 'Kaddafi', 'Quathafi', 'Qudhafi'"
