uri	gender	birthDate	deathDate	activeDate	birthPlace	deathPlace	nameLat	firstNameLat	lastNameLat	normLa	nameAra	firstNameAra	lastNameAra	alternateNameAra	alternateFirstNameAra	alternateLastNameAra	alternateNameLat	alternateFirstNameLat	alternateLastNameLat
DiJeSt1551	male	776	0868-01-01			[]	Jāḥiẓ				الجاحظ،			{'الجاحظ،', 'الجاحظ، أبو عثمان بن بحر', 'الكناني، عمرو بن بحر، الجاحظ', 'البصري، عمرو بن بحر، الجاحظ', 'أبو عثمان عمرو بن بحر الجاحظ،', 'عمرو بن بحر الجاحظ،', 'المعتزلي، عمرو بن بحر، الجاحظ', 'الجاحظ، عمرو بن بحر', 'الجاحظ، عمرو بن محبوب'}	{'', 'أبو عثمان بن بحر', 'عمرو بن بحر، الجاحظ', 'عمرو بن محبوب', 'عمرو بن بحر'}	{'', 'الجاحظ، أبو عثمان بن بحر', 'الكناني، عمرو بن بحر، الجاحظ', 'الجاحظ، عمرو بن محبوب', 'المعتزلي، عمرو بن بحر، الجاحظ', 'الجاحظ، عمرو بن بحر', 'البصري، عمرو بن بحر، الجاحظ'}	"{""Jahiz, 'Amr ibn Bahr Abu 'Uthman"", 'Djâh̲iz̲', 'al-Jāḥiẓ', 'Abu Osman Amr ibn Bakhr alʹ-Basri alʹ-Dzhakhiz', 'Jāḥiẓ, ʻAmr ibn Baḥr', 'Jāḥiẓ', 'Abou Othman Amr ibn Bahr al-Djahiz de Basra', ""Abu 'Uthman ibn Bahr al-Jahiz"", 'Ebu Osman Amr bin Bahr bin Mahbub bin Fezâre', ""Abu 'Utman al-Gahiz"", 'Abū ʻUthman ʻAmr ibn Baḥr al-Jāḥiẓ', 'Dzhakhiz', 'Djahiz, Abou Othman Amr Ibn Bahr', ""Gahiz, 'Amr ibn Bahr Abu 'Utman"", ""'Amr ibn Bahr al-Jahiz"", 'Jāḥiẓ, Abū ʻUthman ibn Baḥr', 'Ŷāḥiẓ', 'Ǧāḥiẓ', 'Cāḥiẓ, Ebū ʻOs̲mān ʻAmr bin Baḥr', 'Abū ʻUthmān ʻAmr bin Baḥr al-Fuqaymī al-Baḥrī', 'Jahidh, Amr ibn Bahr'}"	"'', ""'Amr ibn Bahr Abu 'Utman"", ""'Amr ibn Bahr Abu 'Uthman"", 'Abou Othman Amr Ibn Bahr', 'Amr ibn Bahr', 'Ebū ʻOs̲mān ʻAmr bin Baḥr', 'ʻAmr ibn Baḥr'"	'', 'Cāḥiẓ', 'Jahidh', 'Djahiz', 'Jahiz', 'Gahiz', 'Jāḥiẓ'
DiJeSt1675	male	1894	1965			[]	Barghūtī, ʻUmar al-Ṣāliḥ	ʻUmar al-Ṣāliḥ	Barghūtī	ʻUmar al-Ṣāliḥ Barghūtī	البرغوثى، عمر الصالح	عمر الصالح	البرغوثى	{'البرغوثي، عمر محمود الصالح'}	{'عمر محمود الصالح'}	{'البرغوثي، عمر محمود الصالح'}	{'Al-Barghūtī, ʻUmar al-Ṣāliḥ', 'Abu-Gamil', 'Barghouti, Omar Saleh', 'Burghūthī, ʻUmar al-Ṣāliḥ', 'Saleh, Omar', 'Abū Jamīl', 'Burghūtī, ʻUmar al-Ṣāliḥ', 'Barghūthī, ʻUmar al-Ṣāliḥ'}	'', 'Omar', 'Omar Saleh', 'ʻUmar al-Ṣāliḥ'	'', 'Barghūthī', 'Burghūthī', 'Saleh', 'Barghouti', 'Al-Barghūtī', 'Burghūtī'
DiJeSt1720	male	[1493,1494]	[1545,1546]			[]	Bakrī, Muḥammad ibn Muḥammad	Muḥammad ibn Muḥammad	Bakrī	Muḥammad ibn Muḥammad Bakrī	البكري، محمد بن محمد	محمد بن محمد	البكري	{'البكري، على بن محمد بن عبد الرحمن، أبو الحسن', 'محمد بن محمد البكري،', 'البكري، أبو الحسن محمد', 'البكري، محمد بن محمد، أبو الحسن', 'الصديقي، محمد بن محمد بن عبد الرحمن، البكري', 'أبو الحسن البكري، محمد بن محمد'}	{'', 'محمد بن محمد بن عبد الرحمن، البكري', 'أبو الحسن محمد', 'محمد بن محمد', 'على بن محمد بن عبد الرحمن، أبو الحسن', 'محمد بن محمد، أبو الحسن'}	{'', 'البكري، على بن محمد بن عبد الرحمن، أبو الحسن', 'البكري، أبو الحسن محمد', 'البكري، محمد بن محمد، أبو الحسن', 'الصديقي، محمد بن محمد بن عبد الرحمن، البكري', 'أبو الحسن البكري، محمد بن محمد'}	{'al-Bakrī, Muḥammad ibn Muḥammad', 'Muḥammad ibn Muḥammad al-Bakrī', 'Bakrī, Muḥammad ibn Muḥammad', 'Ashʻarī, Muḥammad ibn Muḥammad'}	'', 'Muḥammad ibn Muḥammad'	'', 'Ashʻarī', 'al-Bakrī', 'Bakrī'
DiJeSt2132	male	642	728			[]					الحسن البصري،			{'البصري، حسن،', 'البصري، الحسن بن يسار،', 'البصري، الحسن،', 'الحسن بن يسار البصري،'}	{''}	{''}	set()	set()	set()
DiJeSt2339	male	1898	1989			[]	Dabbāgh, Muṣṭafá Murād	Muṣṭafá Murād	Dabbāgh	Muṣṭafá Murād Dabbāgh	الدباغ، مصطفى مراد	مصطفى مراد	الدباغ	{'الدباغ، مصطفى', 'مصطفى مراد الدباغ'}	{'', 'مصطفى'}	{'', 'الدباغ، مصطفى'}	{'Al-Dabbagh, Mustafa Murad'}	'Mustafa Murad'	'Al-Dabbagh'
DiJeSt2714	female					[]	Sammān, Ghādah	Ghādah	Sammān	Ghādah Sammān	السمان، غادة	غادة	السمان	{'السمان، غادة فؤاد'}	{'غادة فؤاد'}	{'السمان، غادة فؤاد'}	{'Samman, Ghada', 'al-Sammān, Ghādah'}	'Ghādah', 'Ghada'	'al-Sammān', 'Samman'
DiJeSt2911	female	1945				[]	Shaykh, Ḥanān	Ḥanān	Shaykh	Ḥanān Shaykh	الشيخ، حنان	حنان	الشيخ	{'الشيخ، حنان محمد'}	{'حنان محمد'}	{'الشيخ، حنان محمد'}	{'Cheikh, Hanan El-', 'al-Shaykh, Ḥanān', 'Al-Shaykh, Ḥanān', 'El-Cheikh, Hanan'}	'Ḥanān', 'Ḥanān', 'Hanan', 'Hanan El-'	'El-Cheikh', 'Al-Shaykh', 'al-Shaykh', 'Cheikh'
DiJeSt3357	male		1357			[]	Kāzarūnī, Muḥammad ibn Masʻūd	Muḥammad ibn Masʻūd	Kāzarūnī	Muḥammad ibn Masʻūd Kāzarūnī	الكازروني، محمد بن مسعود	محمد بن مسعود	الكازروني	{'الكازروني، محمد، سعيد الدين', 'محمد بن مسعود الكازروني،', 'الكازروني، سعيد الدين محمد', 'الكازروني، سعيد بن محمد', 'البلياني، سعيد بن محمد، الكازروني', 'الكازروني، محمد بن مسعود، سعد الدين'}	{'', 'سعيد بن محمد، الكازروني', 'محمد بن مسعود، سعد الدين', 'سعيد الدين محمد', 'محمد، سعيد الدين', 'سعيد بن محمد'}	{'', 'الكازروني، محمد، سعيد الدين', 'الكازروني، سعيد الدين محمد', 'الكازروني، سعيد بن محمد', 'البلياني، سعيد بن محمد، الكازروني', 'الكازروني، محمد بن مسعود، سعد الدين'}	{'Kāzarūnī, Muḥammad ibn Masʻūd', 'Kāzarūnī, Saʻīd al-Dīn Muḥammad b. Masʻūd al-', 'Sadīdī, Muḥammad ibn Masʻūd', 'Kādharūnī, Muḥammad ibn Masʻūd', 'Muḥammad ibn Masʻūd al-Kāzarūnī', 'al-Kāzarūnī, Muḥammad ibn Masʻūd'}	'', 'Saʻīd al-Dīn Muḥammad b. Masʻūd al-', 'Muḥammad ibn Masʻūd'	'', 'Sadīdī', 'al-Kāzarūnī', 'Kāzarūnī', 'Kādharūnī'
DiJeSt3743	male	1545	1621			[]	Munāwī, ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn	ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn	Munāwī	ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn Munāwī	المناوي، عبد الرؤوف بن تاج العارفين	عبد الرؤوف بن تاج العارفين	المناوي	{'الحدادي، عبد الرؤوف بن تاج العارفين، المناوي', 'المناوي، زين الدين عبد الرؤوف', 'الحدادي، محمد عبد الرؤوف بن تاج العارفين، المناوي', 'المناوي، محمد عبد الرؤوف', 'المناوي، زين الدين محمد عبد الرؤوف', 'ابن المناوي، عبد الرءوف', 'المحقق المناوي، محمد عبد الرؤوف بن تاج العارفين', 'القاهري، عبد الرؤوف بن تاج العارفين، المناوي', 'الشافعي، محمد عبد الرؤوف بن تاج العارفين، المناوي', 'المناوي، عبد الرءوف', 'عبد الروف، محمد', 'المناوي، محمد عبد الرؤوف بن تاج العارفين', 'القاهري، محمد عبد الرؤوف بن تاج العارفين، المناوي', 'الشافعي، عبد الرؤوف بن تاج العارفين، المناوي'}	{'محمد عبد الرؤوف بن تاج العارفين، المناوي', 'زين الدين محمد عبد الرؤوف', 'عبد الرؤوف بن تاج العارفين، المناوي', 'محمد عبد الرؤوف بن تاج العارفين', 'محمد عبد الرؤوف', 'عبد الرءوف', 'محمد', 'زين الدين عبد الرؤوف'}	{'الحدادي، عبد الرؤوف بن تاج العارفين، المناوي', 'المناوي، زين الدين عبد الرؤوف', 'الحدادي، محمد عبد الرؤوف بن تاج العارفين، المناوي', 'المناوي، محمد عبد الرؤوف', 'المناوي، زين الدين محمد عبد الرؤوف', 'ابن المناوي، عبد الرءوف', 'المحقق المناوي، محمد عبد الرؤوف بن تاج العارفين', 'القاهري، عبد الرؤوف بن تاج العارفين، المناوي', 'الشافعي، محمد عبد الرؤوف بن تاج العارفين، المناوي', 'المناوي، عبد الرءوف', 'عبد الروف، محمد', 'المناوي، محمد عبد الرؤوف بن تاج العارفين', 'القاهري، محمد عبد الرؤوف بن تاج العارفين، المناوي', 'الشافعي، عبد الرؤوف بن تاج العارفين، المناوي'}	{'Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn', 'Ibn al-Munāwī, ʻAbd al-Raʼūf', 'ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī', 'Muḥammad al-Munāwī', 'Munāwī, ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn', 'Mouhammad Abd al-Raʼoûf al-Mounâwî', 'Ḥaddādī, ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn', 'al-Munāwī, ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn', 'Mounâwî, Mouhammad Abd al-Raʼoûf', 'Munāwī, Muḥammad ʻAbd al-Raʼūf'}	'', 'Muḥammad ʻAbd al-Raʼūf', 'ʻAbd al-Raʼūf', 'Mouhammad Abd al-Raʼoûf', 'ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn'	'', 'al-Munāwī', 'Mounâwî', 'Munāwī', 'Ibn al-Munāwī', 'Ḥaddādī'
DiJeSt3810	male	1156	1233			[]	Mawṣilī, al-Muʻāfá ibn Ismāʻīl				المعافى بن اسماعيل الموصلي،			{'الموصلي، المعافى بن اسماعيل', 'ابن الحدوس، المعافى بن اسماعيل، الموصلي', 'الموصلي، معافى بن اسماعيل'}	{'المعافى بن اسماعيل', 'المعافى بن اسماعيل، الموصلي', 'معافى بن اسماعيل'}	{'الموصلي، المعافى بن اسماعيل', 'ابن الحدوس، المعافى بن اسماعيل، الموصلي', 'الموصلي، معافى بن اسماعيل'}	"{""al-Mu'afa ibn Isma'il al-Mausili"", ""al-Mausili, al-Mu'afa ibn Isma'il""}"	"'', ""al-Mu'afa ibn Isma'il"""	'', 'al-Mausili'
DiJeSt3894						[]					النتشة، عوني عاشور	عوني عاشور	النتشة	{'النتشة، عوني'}	{'عوني'}	{'النتشة، عوني'}	set()	set()	set()
DiJeSt3992	male	1878	[1959,1960]			[]	Wāsiʻī, ʻAbd al-Wāsiʻ ibn Yaḥyá	ʻAbd al-Wāsiʻ ibn Yaḥyá	Wāsiʻī	ʻAbd al-Wāsiʻ ibn Yaḥyá Wāsiʻī	الواسعي، عبد الواسع بن يحيى	عبد الواسع بن يحيى	الواسعي	{'اليماني، عبد الواسع بن يحيى، الواسعي', 'الصنعاني، عبد الواسع بن يحيى، الواسعي', 'الواسعي اليماني، عبد الواسع بن يحيى'}	{'عبد الواسع بن يحيى', 'عبد الواسع بن يحيى، الواسعي'}	{'اليماني، عبد الواسع بن يحيى، الواسعي', 'الصنعاني، عبد الواسع بن يحيى، الواسعي', 'الواسعي اليماني، عبد الواسع بن يحيى'}	{'ʻAbd al-Wāsiʻ ibn Yaḥyá al-Wāsiʻī al-Yamanī', 'al-Wāsiʻī, ʻAbd al-Wāsiʻ ibn Yaḥyá', 'Yamanī, ʻAbd al-Wāsiʻ ibn Yaḥyá al-Wāsiʻī', 'ʻAbd al-Wāsiʻ ibn Yaḥyá al-Wāsiʻī'}	'', 'ʻAbd al-Wāsiʻ ibn Yaḥyá', 'ʻAbd al-Wāsiʻ ibn Yaḥyá al-Wāsiʻī'	'', 'Yamanī', 'al-Wāsiʻī'
DiJeSt4068	male	1962				[]	Abbasi, Mustafa	Mustafa	Abbasi	Mustafa Abbasi	العباسي، مصطفى	مصطفى	العباسي	{'العباسي، مصطفى احمد'}	{'مصطفى احمد'}	{'العباسي، مصطفى احمد'}	{'Abasi, Mustafa'}	'Mustafa'	'Abasi'
DiJeSt4086	female	1944				[]	Uthman, Layla	Layla	Uthman	Layla Uthman	العثمان، ليلى	ليلى	العثمان	{'العثمان، ليلى عبد الله'}	{'ليلى عبد الله'}	{'العثمان، ليلى عبد الله'}	{'Al-Uthman, Layla'}	'Layla'	'Al-Uthman'
DiJeSt4328	male	[1523,1524]	[1585,1586]			Egypt	Bakrī, Muḥammad ibn Muḥammad	Muḥammad ibn Muḥammad	Bakrī	Muḥammad ibn Muḥammad Bakrī	البكري، محمد بن محمد	محمد بن محمد	البكري	{'المصري، محمد بن محمد', 'محمد بن محمد البكري،', 'الأشعري، محمد بن محمد', 'الصديقي، محمد بن محمد', 'أبيض الوجه، محمد بن محمد', 'الشافعي، محمد بن محمد'}	{'', 'محمد بن محمد'}	{'', 'المصري، محمد بن محمد', 'الأشعري، محمد بن محمد', 'الصديقي، محمد بن محمد', 'أبيض الوجه، محمد بن محمد', 'الشافعي، محمد بن محمد'}	{'Ṣiddīqī, Muḥammad ibn Muḥammad', 'al-Bakrī, Muḥammad ibn Muḥammad', 'Shāfiʻī, Muḥammad ibn Muḥammad', 'Muḥammad ibn Muḥammad al-Bakrī', 'Miṣrī, Muḥammad ibn Muḥammad', 'Abyaḍ al-Wajh, Muḥammad ibn Muḥammad', 'Ashʻarī, Muḥammad ibn Muḥammad'}	'', 'Muḥammad ibn Muḥammad'	'', 'Ashʻarī', 'al-Bakrī', 'Miṣrī', 'Ṣiddīqī', 'Shāfiʻī', 'Abyaḍ al-Wajh'
DiJeSt4329	male	[1404,1405]	1486			[]					البكري، محمد بن عبد الرحمن	محمد بن عبد الرحمن	البكري	{'جلال الدين البكري، محمد بن عبد الرحمن', 'الجلال البكري، محمد بن عبد الرحمن', 'محمد بن عبد الرحمن البكري،'}	{'', 'محمد بن عبد الرحمن'}	{'', 'جلال الدين البكري، محمد بن عبد الرحمن', 'الجلال البكري، محمد بن عبد الرحمن'}	set()	set()	set()
DiJeSt4340	male		0897?			[]	Yaʻqūbī, Aḥmad ibn Abī Yaʻqūb	Aḥmad ibn Abī Yaʻqūb	Yaʻqūbī	Aḥmad ibn Abī Yaʻqūb Yaʻqūbī	اليعقوبي، أحمد بن أبي يعقوب	أحمد بن أبي يعقوب	اليعقوبي	{'ابن واضح، أحمد بن أبي يعقوب، اليعقوبي', 'ابن أبي يعقوب اليعقوبي،', 'ابن اليعقوبي، أحمد بن اسحاق', 'أحمد بن أبي يعقوب اليعقوبي،', 'اليعقوبي، أحمد بن اسحاق', 'ابن واضح، أحمد بن اسحاق، اليعقوبي'}	{'', 'أحمد بن اسحاق', 'أحمد بن اسحاق، اليعقوبي', 'أحمد بن أبي يعقوب، اليعقوبي'}	{'', 'ابن اليعقوبي، أحمد بن اسحاق', 'ابن واضح، أحمد بن أبي يعقوب، اليعقوبي', 'اليعقوبي، أحمد بن اسحاق', 'ابن واضح، أحمد بن اسحاق، اليعقوبي'}	"{""al-Ya'kubi, Ahmad ibn Abi Ya'kub"", 'Ibn Wadīḥ al-Yaʻqūbī', 'Jakûbî, Ahmed ibn Abî Jakûb ibn Wâdhih al-Kâtib', 'al-Yaʻqūbī, Aḥmad ibn Abī Yaʻqūb', 'Yaʻqūbī, Aḥmad ibn Abī Yaʻqūb', 'Aḥmad ibn Abī Yaʻqūb al-Yaʻqūbī', 'Ahmed ibn Abî Jakûb ibn Wâdhih al-Jakûbî', 'Yaʻqūbī', ""Ahmad ibn Abi Ya'kub al-Ya'kubi""}"	"'', 'Ahmed ibn Abî Jakûb ibn Wâdhih al-Kâtib', ""Ahmad ibn Abi Ya'kub"", 'Aḥmad ibn Abī Yaʻqūb'"	"'', ""al-Ya'kubi"", 'Jakûbî', 'Yaʻqūbī', 'al-Yaʻqūbī'"
DiJeSt5721	male	1896	1977			[]	A. C. Bhaktivedanta Swami Prabhupada	A. C. Bhaktivedanta Swami Prabhupada	A. C. Bhaktivedanta Swami Prabhupada	A. C. Bhaktivedanta Swami Prabhupada A. C. Bhaktivedanta Swami Prabhupada	ا.س. بهكطي ڤيدانت سوامي پربهوپاض،			set()	set()	set()	{'De, Abhay Charan', 'Bhaktivedanta Swami, A. C.', 'Prabhupada, A. C. Bhaktivedanta Swami', 'Swami, A.C.', 'Prabhupada', 'Abhay Charan De'}	'A. C. Bhaktivedanta Swami', '', 'A.C.', 'Abhay Charan', 'A. C.'	'', 'Bhaktivedanta Swami', 'Prabhupada', 'Swami', 'De'
DiJeSt5836	male	1910-09-17	1997-09-15			Paris (France)	Abadi, Moussa	Moussa	Abadi	Moussa Abadi	عبادي، موسى	موسى	عبادي	set()	set()	set()	set()	set()	set()
DiJeSt5872	male	1571-01-27	1629-01-19			[]	Abbas				عباس			{'عباس'}	{''}	{''}	{'Abbas'}	''	''
DiJeSt5874	male	1632-08-30	1666-10-26			[]	Abbas				عباس			set()	set()	set()	set()	set()	set()
DiJeSt5881	male	1935-10-27			Haifa (Israel)	[]	ʻAbbāsī, Maḥmūd	Maḥmūd	ʻAbbāsī	Maḥmūd ʻAbbāsī	عباسي، محمود	محمود	عباسي	set()	set()	set()	{'Abassi, Mahmoud', 'ʻAbasi, Maḥmud'}	'Maḥmud', 'Mahmoud'	'Abassi', 'ʻAbasi'
DiJeSt5940	male	970	1025			[]	ʻAbd al-Jabbār ibn Aḥmad al-Asadābādī				عبد الجبار بن أحمد الأسدآبادي،			{'الأسدآبادي، عبد الجبار بن أحمد', 'الهمذاني، عبد الجبار بن أحمد', 'عبد الجبار بن أحمد،', 'القاضي عبد الجبار،', 'الأسدآبادي، أبو الحسن عبد الجبار بن أحمد', 'الهمداني، عبد الجبار بن أحمد', 'عبد الجبار بن محمد،', 'المعتزلي، عبد الجبار', 'الأسترآبادي، عبد الجبار بن محمد', 'ابن أحمد، عبد الجبار', 'عبد الجبار بن احمد الاسدابادي،', 'عبد الجبار،'}	{'', 'أبو الحسن عبد الجبار بن أحمد', 'عبد الجبار بن أحمد', 'عبد الجبار', 'عبد الجبار بن محمد'}	{'', 'الأسدآبادي، عبد الجبار بن أحمد', 'الهمذاني، عبد الجبار بن أحمد', 'الأسدآبادي، أبو الحسن عبد الجبار بن أحمد', 'الهمداني، عبد الجبار بن أحمد', 'المعتزلي، عبد الجبار', 'الأسترآبادي، عبد الجبار بن محمد', 'ابن أحمد، عبد الجبار'}	"{'Asadābādī, ʻAbd al-Jabbār ibn Aḥmad', 'Abū al-Ḥasan ʻAbd al-Jabbār al-Asadābādī', 'Hamadānī, ʻAbd al-Jabbār ibn Aḥmad', ""Abu al-Hasan Abd al-Jabb'ar al-Asad"", 'ʻAbd al-Jabbār', 'ʻAbd al-Jabbār ibn Aḥmad al-Asadābādī', 'ʻAbd al-Jabbār ibn Aḥmad al-Hamadānī', 'Hamadhānī, ʻAbd al-Jabbār ibn Aḥmad', 'ʻAbd al-Ǧabbār'}"	'', 'ʻAbd al-Jabbār ibn Aḥmad'	'', 'Hamadānī', 'Asadābādī', 'Hamadhānī'
DiJeSt5955	male	1882-02	1951-07-20	1921/1951		Jerusalem (Israel)	Abdullah				عبد الله بن الحسين بن علي،			{'عبد الله بن حسين،', 'عبد الله الاول بن الحسين،', 'عبد الله،', 'ابن الحسين، عبد الله', 'الهاشمي، عبد الله بن الحسين بن علي، ملك الاردن'}	{'', 'عبد الله', 'عبد الله بن الحسين بن علي، ملك الاردن'}	{'', 'ابن الحسين، عبد الله', 'الهاشمي، عبد الله بن الحسين بن علي، ملك الاردن'}	"{'Abd Allah', 'Abd Allah ibn Husain', 'ABDALLAH IBN AL-HUSSEIN', ""'Abdullah ibn Husain"", 'Ibn Husain, Abd Allah', 'Ibn Hussein, Abdullah', 'Ibn al-Husayn, Abd Allah', 'Abdallah'}"	'', 'Abdullah', 'Abd Allah'	'', 'Ibn al-Husayn', 'Ibn Husain', 'Ibn Hussein'
